,název
84102,Zombiegeddon
84103,Dead and Gone
84104,The Seeding
84106,666: Bestie
84107,Inkarnace
84111,Porn of the Dead
84112,Scar
84113,Noc v hotelu
84114,N is for Nexus
84115,Black Cab
84116,Horká krev
84117,Vraždící perníček vs. zlý Bong
84118,Night of the Ghouls
84119,Archa neviňátek
84122,Red Sky
84123,Detention of the Dead
84125,Candy Corn
84127,Čaroděj ze země Krev
84128,Army of the Damned
84129,DarkPlace
84131,Alien Trespass
84132,The Seamstress
84133,Lake Alice
84135,Psych 9
84137,Vraždící perníček
84139,Carver
84140,Medvídek Pú: Krev a med II
84142,Zlomyslný
84144,Mercy Black
84145,Treehouse
84146,Why?
84148,Krampus Unleashed
84150,V objetí temnoty 2
84151,Torn Hearts
84152,Hell Fest: Park hrůzy
84155,A Night in the Woods
84156,I Know You're in There
84157,Penance
84158,Stopmotion
84160,Somewhere Quiet
84162,Tomb of the Werewolf
84164,You Will Kill
84166,Bunnyman
84168,The Rain
84169,Neznámí vetřelci
84170,Skeletons in the Closet
84171,Alive or Dead
84172,Hrůza v Salemu
84174,Modern Vampires
84175,The Windmill Massacre
84176,The Super
84178,Lesní chata
84179,Někdo tam dole mě má rád
84180,Pozvánka pro nezvané
84183,Clown
84184,Transylmania
84187,Quarries
84190,Za ginipiggu 5: Notorudamu no andoroido
84191,Hell House LLC III: Lake of Fire
84192,Krampus Origins
84194,Ghosts of War
84196,Jízda na střele
84199,Rosewood Lane
84201,Maxie a řezník
84208,Průvodce zlem
84209,The Blackening
84210,Sadako vs Kayako
84212,Ouija Witch
84213,18 & Over
84214,Osamělá
84215,Havraní Tanec
84217,Hrabě Dracula
84221,Brahms: Chlapec 2
84222,The Beach House
84225,The Evil Within
84226,The Girl Who Got Away
84230,Horror Heaven
84232,Slaxx
84234,Kruté oči hor 2
84236,Amityville: Probuzení
84237,The Spore
84239,Sadako
84242,T is for Tacenda
84243,Alien: Night Shift
84247,Sssssss
84248,Vymítání Molly Hartleyové
84250,Ztracena v pustině
84251,Outbreak
84253,Devil's Domain
84254,Hungerford
84255,Jevy
84256,Five Minutes Earlier
84258,The Legend of Bloody Mary
84259,Meet the Killer Parents
84260,Bojovka
84261,Wer
84262,Revamped
84264,Texaský masakr motorovou pilou 2
84265,Exorcismus mé nejlepší kamarádky
84266,Beneath the Darkness
84267,You Can't Kill Stephen King
84268,Deep in the Darkness
84271,Cizinci: Kapitola 1
84272,Ghost House
84273,Stripperland
84274,Skew
84275,Dawn Breaks Behind the Eyes
84278,Biohazard 4D: Executer
84279,The 13th Friday
84280,Strip Club Massacre
84281,SiREN
84282,Island Zero
84283,Bulbbul
84284,The Lords of Salem
84285,Witches in the Woods
84286,Niku daruma
84287,Curse of the Zodiac
84288,Za ginipiggu 3: Senritsu! Shinanai otoko
84289,Night of the Demons
84296,Zombies: Den-D přichází
84297,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies
84299,Život v temnotě
84300,Atomic Shark
84301,Slumber
84304,The Cook
84305,Mrtvé duše
84307,Bedeviled
84308,Body Cam
84309,The Accursed
84310,Hansel & Gretel Get Baked
84311,Ur mörkret
84312,Playing with Dolls
84313,We Summon the Darkness
84314,Všichni milují Mandy Lane
84316,The Devil's Doorway
84318,Djinn
84319,Killjoy
84320,Incarnation
84321,Pan Crocket
84322,The Resort
84323,Anděl temnoty
84325,Hmyzáci
84327,Dětská hra 3
84328,Fertile Ground
84329,Slow Torture Puke Chamber
84332,Příšery útočí
84333,Some Kind of Hate
84334,Hobgoblins 2
84335,The Scary of Sixty-First
84336,See No Evil 2
84338,"Pozor, děti si hrají"
84339,Candyman: Ďábelský přízrak
84340,Smrtící spona
84341,Čarodějky z Breastwicku
84342,The Glenarma Tapes
84345,Episode 50
84346,Bát se nebo zemřít
84347,Don't Turn Out the Lights
84348,Deliver Us
84349,Ryde
84351,Lovec nestvůr
84352,Osmá noc
84353,Worry Dolls
84354,Zrcadla 2
84357,Phoenix Forgotten
84359,Darlin
84360,Zombie 108
84362,Talon Falls
84363,Dark Parasite
84365,Bigfoot: The Lost Coast Tapes
84366,Vraždy po internetu
84368,Sorority Party Massacre
84373,Uvězněna ve vlastním těle
84376,Where the Skin Lies
84377,"On ví, že jsi sama"
84378,Umění smrti
84380,Stacy
84381,Prokletý dům
84382,Aligátor
84384,Villisca
84387,Nightshift
84389,Separation
84391,Motel smrti 2
84392,Ďáblův mstitel
84394,Nemrtví
84395,Pochována zaživa
84397,Život a smrt jedné dýně
84398,Deadsight
84399,The Suffering
84400,The Breach
84401,Cenzorka
84403,Evilution
84404,Evil Things
84405,Choker
84407,The Devil's Tail
84412,House of Dust
84413,Zombie Wars
84414,Živá pochodeň
84416,Vlak do pekel
84417,The Telling
84418,The Midnight Horror Show
84419,The Vatican Tapes
84421,Jersey Shore Massacre
84422,Zonbi asu
84423,Vlci za dveřmi
84425,Prvotní vztek
84426,Fridge Monster
84430,M is for MILF
84431,Prokletý
84432,Rozrušení
84433,Cyst
84434,Under the Bed
84435,Forced Entry
84436,Stopař II: Čekám...
84437,Nikdy se nepouštěj
84439,When Chucky Became Mary
84441,Neowulf
84442,Dva holubi
84443,Prokletí Mayů
84444,From the Dark
84445,Krvavé žně
84446,Starci
84447,Realms
84448,Tone-Deaf
84449,Zvrácená
84450,Coffin
84451,Dreamkatcher
84453,Ďáblovo dítě
84454,Unesení vetřelci
84456,Tajemství Jacka Rozparovače
84458,Na půl cesty
84460,The Hike
84461,Dominion: Pod nadvládou zla
84463,All Hallows' Eve
84464,Příběhy duchů
84465,Nina navěky
84468,The Wicked Within
84470,V for Vengeance
84471,Za ginipiggu 2: Chiniku no hana
84473,Poltergeist III
84474,Trick
84475,Carl
84476,Zabydleni
84477,Jakob's Wife
84478,Monster a Go-Go
84480,Suicide Girls Must Die!
84484,Never Cry Werewolf
84485,Reel Evil
84487,Seance
84489,Carnifex
84490,Za ginipiggu 6: Peter no akuma no joi-san
84491,Pod
84493,Victor Crowley
84494,The Reeds
84495,Hidden 3D
84497,Abominable
84498,Útok zombíků v kožených kalhotách s padacím mostem
84499,Fear
84500,12 Hour Shift
84502,Černobylské deníky
84503,Damned by Dawn
84504,M is for Maleficent
84505,Shojo no harawata
84507,Scary Movie 2
84508,Drtič
84509,It's Alive
84511,Vraždící gauč
84514,Room 203
84516,Scary Movie 4
84517,Devil Seed
84519,Perverzáci
84521,Baf 2! Madea a Halloween
84523,9: Nine
84525,Consecration
84527,Ju-on Za Fuiinaru
84528,Pyramida
84530,Skinamarink
84531,It Waits
84533,The Barge People
84534,Bad Kids Go to Hell
84535,Marihuana
84536,Haunted Forest
84537,Zkratka ke smrti
84538,Hellraiser: Vyslanec pekla
84539,Dnes nebudeš spát
84540,Alien 2 - Sulla Terra
84542,Upíři v Bronxu
84543,T is for Twine
84544,Černí démoni
84545,Ghoulies
84546,S.N.U.B!
84547,Krvavý sníh
84548,Chuckyho kult
84549,Sweet River
84550,Freshwater
84553,Brain Freeze
84554,Stay Out of the F**king Attic
84555,V kruhu ohrožení
84556,Dangerous Game: The Legacy Murders
84558,Návrat do Silent Hill 3D
84559,Conjuring the Cult
84560,Fáze zamilovanosti
84561,Slumber Party Massacre
84562,Halloween 5
84564,Penny se bojí
84565,Mandrake
84566,Piercing
84567,Dodávka
84569,Platoon of the Dead
84570,Horská bouda
84572,Dead Dicks
84573,The Frozen
84574,Parasomnie
84575,At the Devil's Door
84578,The Haunting of Pendle Hill
84579,Nenarození
84581,Night Claws
84584,Return of the Living Dead 4: Necropolis
84587,Incision
84589,Lighthouse Keeper
84590,The Tank
84591,Model House
84592,From a House on Willow Street
84593,Nikdo nevyvázne živý
84595,Můří deníky
84596,Chapadla
84598,Silent Hill: The Unauthorized Trailer
84599,Dismembering Christmas
84600,Tajemství noci
84603,Jessabelle
84604,Inseminátor
84605,The Mooring
84606,Temná okna
84609,Mrtví pouště
84610,There's Something Wrong with the Children
84612,The Campus
84613,Uncaged
84614,See You Soon
84616,Pitchfork
84617,Camp Cold Brook
84618,The Invoking 2
84619,Dracula 2000
84620,The Exorcism of Anna Ecklund
84621,Bunnyman Vengeance
84622,Milovaný Joshua
84623,Masakr v údolí oddechu
84626,Boar
84627,Blood Fest
84628,Grave Encounters 2
84629,Siembamba
84630,Sadako 3D 2
84631,Kvílení vlkodlaků VI
84632,Temný měsíc vychází
84633,Bloody Axe Wound
84635,Dark Touch
84636,Hrůza z Brdských lesů
84639,Arizonský vlkodlak
84640,Pach krve 3
84642,Vzkříšení démona
84644,Shelter in Place
84645,Proroctví: Černí andělé
84646,Krvavé stopy
84648,Bloody Mary 3D
84649,Galaxy of Horrors
84650,Albino Farm
84651,Dítko z pekla
84653,Dead Whisper
84654,The House That Drips Blood on Alex
84655,Eloise
84656,The Bloodhound
84658,Dark Nature
84659,13 Eerie
84662,White with Red
84665,Let It Snow
84666,Cucuy: The Boogeyman
84667,Les sebevrahů
84668,I Spit on Your Grave III: Vengeance Is Mine
84670,Unwelcome
84671,Nechoďte do lesů
84673,Smrtící nenávist 3
84674,St. Agatha
84675,DOGG
84676,Galaxie teroru
84680,Hrůzy jedné noci
84681,Glorious
84682,A Haunting At Silver Falls
84683,Knock
84685,The Red Tide Massacre
84687,Puppet Master: Doktor Death
84688,"Úsměv, prosím!"
84689,Phantasm V: Ravager
84691,All You Need Is Death
84692,Patients of a Saint
84693,Duše mrtvých
84694,Proroctví: Zrada
84695,Let's Be Evil
84696,The Cradle
84698,Vlkodlak: Bestie mezi námi
84699,Posedlá kontrolou
84700,Den Trifidů
84701,Snuff 102
84702,Vraždící bestie
84703,Megaconda
84705,Black Creek
84706,Night of the Living Dead: Resurrection
84707,Halloween zabíjí
84708,Školák vlkodlak 2
84709,Butchers
84710,Vyšší škola strachu
84711,Velký útok zombies
84712,Indigenous
84713,The Golem
84714,Hrozba v poušti
84716,L is for Legacy
84717,XP3D
84718,ABCs of Death 2.5
84719,Preservation
84724,Blood Quantum
84726,It's a Wonderful Knife
84727,Headgame
84729,Bohem zapomenuté město
84730,Hladová hra
84731,Sound of Silence
84733,Girl on the Third Floor
84734,Strach přichází potichu
84735,Pitevna
84736,Gehenna: Where Death Lives
84737,Killer Among Us
84738,Vlk ze Snow Hollow
84739,Mroží muž
84740,Romina
84742,Holidays
84743,Find Me
84744,Toxické děti
84745,Paranormal Entity
84746,Frankensteinova dcera
84747,Bornless Ones
84748,What Lies Below
84749,"Ilsa, the Wicked Warden"
84750,13 Hours in a Warehouse
84751,Father of Flies
84753,We Need to Do Something
84754,Pod vlivem
84755,Matriarcha
84756,Lasso
84757,Hrůzný přízrak
84758,Room 6
84759,Frogman
84760,From Black
84761,The Secret of Sinchanee
84763,Texaský masakr motorovou pilou 3D
84764,Duke Nukem
84765,Tóny násilí
84766,Sex nebo život!
84767,Gnaw
84769,Zombie Killers: Elephant's Graveyard
84771,Bagman
84772,Americký masakr
84773,The Mummy Resurrected
84774,Poslední vymítání ďábla
84776,Sator
84777,Death of Me
84778,Zmasakrované blinkací panenky
84779,Evil Bong
84780,Záhada Hory mrtvých
84781,Thanatomorphose
84782,Unnatural
84785,Ritual
84786,West of Hell
84787,Possessions
84789,Krueger (Another Tale from Elm Street)
84791,Dark Web
84792,"Lžeš, zemřeš"
84793,Ligeia
84794,Antisocial
84796,V pasti: Barcelona
84799,Heretiks
84800,Ďábel přichází
84804,Noc ztracených
84805,Dracula's Curse
84806,Zombi Holocaust
84808,Jeepers Creepers 2
84809,Kostka 2 - Hyperkrychle
84810,Headspace
84811,Mrtví mezi námi
84812,Pěna zabiják
84813,Bag of Lies
84814,Past v hlubinách
84815,Moje krev
84816,Farma smrti
84819,Klub kanibalů
84820,Pojďte si hrát
84821,The Inheritance
84823,Agoraphobia
84824,The Monkey's Paw
84827,Srpnový underground
84828,Chcete znát tajemství?
84830,Chvění 5: Pokrevní linie
84832,Nailbiter
84834,The Dead and the Damned
84835,Pach krve 4: Krvavý počátek
84837,Od soumraku do úsvitu 3: Katova dcera
84838,The Possession Experiment
84839,Paranormal Activity 2
84840,Stephen King: Puls
84841,ClownTown
84843,Popeye the Slayer Man
84844,Fear House
84845,Dark Light
84847,Night of the Missing
84848,M is for M.I.L.F.
84850,A Resurrection
84853,Blood Runs Cold
84854,H.P. Lovecraft's Witch House
84856,Boggy Creek
84859,The Cub
84860,Bundy: Dítě Ameriky
84861,Uninhabited
84862,"Před pikolou, za pikolou"
84864,Mary
84865,Pátek třináctého 8
84866,Pozvánka do pekla
84867,The Bates Haunting
84868,Sadako 3D
84869,Nevěsta monstra
84870,June
84872,Doktor Dracula
84873,Tajemství loňského léta 2: Rok poté
84876,DinoCroc
84879,Non mi uccidere
84880,The Jack in the Box
84881,Sororal
84884,Suspension
84885,The Seventh Day
84889,Prokletí domu Winchesterů
84890,Julia X
84891,Nezvratný osud 4
84893,Hellions
84894,Demonik
84897,Altar
84899,The Jack in the Box: Awakening
84900,Podivné vraždy
84903,Nothing Left to Fear
84904,Exeter
84906,Machined Reborn
84907,The Killing Tree
84909,Biohazard
84911,Temná legenda 2
84913,Paranormal Whacktivity
84914,Anguish
84915,La Chose derrière la porte
84917,The Faith of Anna Waters
84920,He's Watching
84922,Mrtvý les
84924,American Weapon
84925,The Jungle
84927,Nightlight
84929,Eradication
84930,Slumber Party Massacre IV
84931,Nebezpečná přání
84934,Shookum Hills
84936,Captivity
84937,Kvílení vlkodlaků V
84938,Blair Witch: 20 let poté
84940,Witchcraft: Vražedná magie
84941,Vymítač ďábla: Znamení víry
84944,The Last Resort
84945,Code Red
84947,Noční koupání
84948,Krvavý potok
84952,Hoax
84954,The Possession of David O'Reilly
84955,The Clearing
84958,A Nun's Curse
84959,Forget Me Not
84960,The Banana Splits Movie
84961,Neighbor
84962,Malevolent
84963,Observance
84967,Dům strachu
84968,Dead Season
84969,Hrůza pod zemí
84972,My Soul to Keep
84973,Bananocalypse
84974,Nightmare Man
84976,Stalled
84977,Zombeavers
84978,Embrace of the Vampire
84979,Hrůzné sny
84980,Prastaré zlo
84981,The Resurrection of Charles Manson
84982,Lake Eerie
84983,Rose: Milostný příběh
84987,Amityville - Dům hrůzy
84988,Díra 2
84989,Castle Freak
84990,Cabin Fever: Patient Zero
84991,Hyenas
84992,Zombieworld
84993,Zombie Massacre
84994,Boogeyman 3
84995,Jason Voorhees vs. Michael Myers
84996,Příšera ze strašidelného moře
84999,The Toymaker
85000,Život před očima
85001,Školní nářez
85002,One-Eyed Monster
85003,Hory mají oči 2
85004,Frankenstein vs. The Mummy
85005,Road Train
85007,616: Paranormal Incident
85011,Welcome to Willits
85012,After She Wakes
85013,Amityville Death House
85014,The Bewailing
85016,Immanence
85017,Bonin: Dálniční vrah
85019,Hellraiser IV: Bloodline
85020,The Ghosts of Monday
85023,Krysí muž
85024,Last Radio Call
85027,Maturitní ples
85028,Aquaslash
85029,Čas říznout
85031,Cesta ke zlu
85032,Snow Shark: Ancient Snow Beast
85033,Keep Watching
85034,Ghosts of Goldfield
85038,Psychotica
85039,Reaptown
85040,I Am the Pretty Thing That Lives in the House
85042,Den matek
85044,Re-Kill
85045,Greystone Park
85047,Day of the Mummy
85050,Atrocious
85051,Procep
85052,The Djinn
85053,Vivat Amerika!: Den nenávisti
85058,Máš někoho doma
85059,Followed
85060,Kletba Bellovy čarodějnice
85063,Mimic 2
85065,Little Dead Rotting Hood
85066,Abattoir
85067,Third Eye
85068,The Remains
85069,Ztracení chlapci: Žízeň
85070,Demons Never Die
85071,Prokletí ve Whaley House
85072,Redneck Zombies
85074,Hansel Vs. Gretel
85075,UFO - Es ist hier
85076,Donner Pass
85077,Příšera z šatníku
85078,Diavlo
85079,Lycan
85080,Killer Christmas
85082,Cradle of Fear
85083,Knucklebones
85084,The Butcher
85085,Offseason
85086,Vracejí se… pro víc
85087,The Hitchhiker
85089,Like.Share.Follow
85091,Devil in the Dark
85092,Zombie Town: Soumrak mrtvých
85094,Behind You
85095,Le Berceau des ombres
85097,Wake the Dead
85099,Witnesses
85100,Curse of the Witching Tree
85102,Spoon
85105,Mastema - Anděl zkázy
85107,Halloween končí
85108,Peelers
85109,Spirit of Fear
85110,Zlo přichází z hlubin
85111,Offspring
85112,Spirála strachu: Saw pokračuje
85113,Fear PHarm
85114,The Last Exorcism Part II
85116,A Creature Was Stirring
85118,The Ice Cream Truck
85120,The Manson Family Massacre
85122,Discarnate
85126,V objetí temnoty
85128,Bloody Homecoming
85130,Attack of the Giant Leeches
85131,The Overnight
85132,Kukuřičné děti 2: Poslední oběť
85134,The Demon Disorder
85135,The Taking
85137,The Pale Door
85138,Family Blood
85139,Kill Game
85142,Don't Fuck in the Woods 2
85144,The Orphan Killer
85145,Návrat do Salem's Lot
85146,Amityville: Image zla
85148,Zazděná
85149,Storage 24
85150,Alej milenců
85151,The Black Water Vampire
85152,Return of the Living Dead 5: Rave to the Grave
85154,Peklo začíná na zemi
85156,Anneliese: The Exorcist Tapes
85159,Duch spisovatele
85164,Návrat do domu hrůzy
85167,Vanishing on 7th Street
85168,M is for Multiverse Apathy (Mierda!)
85169,Elfie Hopkins
85170,Tow
85171,The Beast Within
85172,Kvílení vlkodlaků II
85173,V zemi
85174,In the Trap
85175,Svůdné zombie
85180,Drahý Davide
85181,Demigod
85185,Harbinger Down
85187,Pernicious
85197,Paranormal Blacktivity
85203,Uprchlý vězeň
85207,Portal
85208,Lost Time
85209,Nemrkej
85211,Přízrak zmizelé
85212,Die in One Day
85213,Penance Lane
85216,R.S.V.P.
85217,Zvířecí instinkty
85218,Odpočívadlo
85219,Hra na zajíčka
85221,Vražedná přehlídka
85224,Paranormal Activity: Prokletí
85225,Grimcutty
85226,Katakomby
85227,Mutant 2
85231,Satanic
85232,Strange Blood
85234,A Gruta
85235,Cabin Fever 2
85238,Hra ve výtahu
85239,Children of the Corn: Runaway
85240,Amulet
85241,Vampirella
85242,The Sand
85243,Škola hrůzy
85244,Gutterballs
85246,Super Hybrid
85247,Nightstalker
85248,G is for Grandad
85249,2001 maniaků: Pole vřískotu
85253,"Vím, co jsi dělal minulý pátek 13."
85254,Extremity
85256,Hellraiser: Návrat mrtvých
85257,They Live Inside Us
85258,Raiders of the Lost Shark
85259,Prokletí domu slunečnic 2
85261,Dívka za oknem
85265,The Frankenstein Theory
85266,Margaux
85268,Opravdu děsná plážová party
85269,The Retreat
85270,Unhuman
85273,Jeruzalém: Brána do pekel
85275,Creature
85277,Xtro II: Druhé setkání
85278,Ostrý holky
85281,The Sound
85283,Restoration
85285,The Hive
85286,Dawn of the Beast
85287,The Haunting of Margam Castle
85288,Most Likely to Die
85289,Cinderella's Revenge
85290,Good Samaritan
85294,Devil's Tree: Rooted Evil
85295,Snow White: A Deadly Summer
85296,Clownface
85297,Sx_Tape
85299,Coffin Baby
85301,Tichý experiment
85303,Grindstone Road
85306,Dark Ride
85307,Wishmaster 4: The Prophecy Fulfilled
85308,Upír v Brooklynu
85309,The Device
85310,Chata smrti
85311,Temnota přichází
85312,Crazy Lake
85313,Paranômaru akutibiti Dai-2-shou: Tokyo Night
85315,Nix
85316,All I Need
85317,Blood Harvest
85318,Escape Room
85319,The Houses October Built
85320,The Devil Conspiracy
85322,The Lockdown Hauntings
85323,Old 37
85324,The Task
85325,Bez možnosti úniku
85326,XX
85327,Killer Movie
85328,Darkness Rising
85329,Hanger
85330,Monstrum z galaxie Arkana
85331,Dracula vs. Frankenstein
85334,Strašidelné příběhy
85335,Oko bez tváře
85336,The Open House
85337,Squirmfest
85339,Eaters
85342,Duch Sodomy
85344,Cannibal Diner
85345,Bleed
85346,Zvrhlá biologie
85348,Dead Cert
85349,XTRO 3: Hlídejte si oblohu
85350,Ouija Shark
85351,Virus X
85352,Leprechaun: Origins
85353,Kvílení vlkodlaků IV
85354,Crawl or Die
85355,The Final Wish
85358,Zombies! Zombies! Zombies!
